Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label,IP_Address,GPS_Location
eb44cef3-ae9a-4c4e-85b5-3a06b85f5a69,158581.0,164.25,POS,01-01-2025 17:54,13608.77,POS,Mumbai,Electronics,0.0,1.0,6.0,403.05,1.0,Visa,96.0,334.52,OTP,0.8251,1.0,0,53.251.84.30,"81.2398635, -57.041033"
c2a5f714-9572-4990-ad45-88ecf945c961,19772.0,30.65,Bank Transfer,02-01-2025 04:43,51840.79,Tablet,London,Bills,0.0,0.0,5.0,310.81,2.0,Visa,30.0,183.83,Biometric,0.4318,0.0,0,22.133.63.250,"-19.5652585, -114.523777"
caf553b4-794b-4eef-acbb-3203197c8365,488858.0,75.83,Online,01-01-2025 23:49,18956.43,Tablet,Tokyo,Bills,0.0,1.0,14.0,305.87,1.0,Mastercard,22.0,413.74,OTP,0.3804,0.0,0,17.35.124.198,"-80.963353, -144.736401"
ec3a74b6-e79b-4d91-992d-73d4537dfc18,907136.0,187.0,Bank Transfer,01-01-2025 13:31,42415.09,ATM,New York,Food,0.0,0.0,12.0,60.68,3.0,Amex,214.0,4825.2,OTP,0.9375,0.0,1,57.168.9.74,"-26.2228625, 120.407010"
cd8b968a-f3d7-4269-bc9b-9a0b58bdc48a,392872.0,107.77,POS,01-01-2025 10:41,80224.58,POS,Mumbai,Shopping,0.0,0.0,5.0,185.94,2.0,Visa,226.0,2073.36,Password,0.0891,1.0,0,48.144.23.54,"-59.588127, 2.212034"
b14c4787-ce04-4b41-8ab8-20ac20c13ee7,276327.0,63.56,Online,02-01-2025 06:53,31458.34,ATM,Mumbai,Bills,0.0,0.0,7.0,260.34,4.0,Visa,140.0,2925.99,OTP,0.7096,0.0,1,197.232.253.232,"-42.1250725, -46.949253"
51416666-d930-4323-9a08-1ec7105822e0,580082.0,69.24,ATM Withdrawal,02-01-2025 08:18,23582.72,Mobile,Mumbai,Food,0.0,0.0,8.0,407.54,0.0,Mastercard,127.0,4166.42,Biometric,0.8936,0.0,1,70.197.190.130,"24.737608, 123.661597"
d37471f4-fb23-4344-b7ee-5b78898b8572,16029.0,28.26,Bank Transfer,01-01-2025 11:49,71874.91,ATM,London,Food,0.0,0.0,12.0,56.25,2.0,Visa,14.0,2113.08,Biometric,0.7071,1.0,0,162.48.240.131,"28.5368595, -60.640774"
f272d9fe-b5e0-49ae-a6b8-3a20d3f024d6,983566.0,37.53,Bank Transfer,01-01-2025 07:35,76304.12,ATM,London,Food,0.0,0.0,6.0,330.35,0.0,Visa,55.0,3114.59,PIN,0.6,0.0,0,52.127.154.79,"-66.7253605, -26.357649"
c8cffc51-80cb-4ae8-8a9e-855a5d3a6ecf,716971.0,194.5,POS,01-01-2025 04:58,86688.01,Laptop,London,Gaming,0.0,1.0,5.0,50.28,4.0,Mastercard,51.0,275.98,OTP,0.8442,0.0,1,153.55.157.207,"46.8100835, 11.849759"
b28928d5-3899-4a61-bb7d-d9521043de84,766212.0,114.77,Online,01-01-2025 02:43,16002.07,ATM,Sydney,Food,0.0,0.0,3.0,107.3,1.0,Amex,81.0,2801.66,OTP,0.5627,1.0,0,49.78.108.79,"30.5957305, 2.960217"
6475da54-1e62-44a8-933c-c9e460229534,136646.0,243.16,Bank Transfer,02-01-2025 01:01,80679.56,Mobile,Sydney,Travel,0.0,1.0,10.0,296.71,4.0,Visa,230.0,2255.51,Password,0.375,1.0,1,10.169.68.144,"-47.470958, -69.485407"
5fecfa49-732c-45f1-a674-426f8dabb268,313611.0,9.98,Bank Transfer,01-01-2025 22:41,32092.96,POS,London,Gaming,0.0,0.0,1.0,357.83,0.0,Visa,75.0,1722.4,Password,0.436,0.0,0,20.9.26.186,"-36.8834355, -116.613969"
f3d8364f-aa86-41db-a4e6-82e668b610e1,29650.0,32.86,ATM Withdrawal,01-01-2025 01:24,65179.31,POS,Mumbai,Gaming,0.0,0.0,5.0,486.48,4.0,Discover,215.0,1053.43,Password,0.8236,0.0,1,170.176.49.112,"-18.1524715, -3.481768"
91a6189c-e4e0-4309-87f7-af0296d3b316,985144.0,65.58,Bank Transfer,02-01-2025 04:06,77621.75,POS,Sydney,Food,0.0,0.0,1.0,252.41,4.0,Amex,123.0,4889.47,Password,0.345,0.0,1,24.178.212.125,"-10.7386615, 159.139857"
d9b99826-c694-45e9-8f99-5962258ad872,982489.0,70.53,Bank Transfer,01-01-2025 07:05,13102.09,POS,New York,Food,0.0,0.0,6.0,203.23,2.0,Discover,48.0,3767.99,Biometric,0.7154,0.0,0,26.129.255.32,"10.3667445, -107.101668"
8adf989e-42e3-4ee5-b17c-0ac385e4992a,93042.0,285.22,POS,01-01-2025 21:47,41868.21,Laptop,Sydney,Gaming,1.0,0.0,7.0,133.3,3.0,Visa,46.0,61.68,Biometric,0.2531,0.0,0,5.232.81.125,"31.1726445, 49.150729"
9e61e3b6-685a-4c1e-b953-53c9cc899b2a,220384.0,16.88,POS,01-01-2025 15:55,21233.15,Mobile,Sydney,Electronics,0.0,0.0,8.0,213.52,0.0,Amex,197.0,422.01,Password,0.9792,0.0,1,214.141.179.104,"9.0656785, 49.264826"
f61af356-04b2-4bbe-a6b2-78259a206326,204283.0,17612.100000000002,Online,01-01-2025 19:24,67846.77,Laptop,Mumbai,Electronics,0.0,0.0,7.0,454.35,1.0,Visa,75.0,1624.88,Password,0.6167,0.0,0,85.249.181.202,"89.7726295, -39.569359"
93470bd2-17f4-4965-9c7b-43c1bd9f39cd,899922.0,122.35,ATM Withdrawal,02-01-2025 06:46,95428.84,POS,New York,Gaming,0.0,0.0,1.0,482.29,1.0,Mastercard,73.0,1578.58,OTP,0.163,1.0,0,62.234.46.129,"-36.776117, 46.048136"
de98beac-3cf7-4536-b2ba-3276c6e88f71,735245.0,136.49,Online,01-01-2025 00:57,54426.63,POS,Tokyo,Gaming,0.0,0.0,4.0,124.88,0.0,Mastercard,29.0,1196.46,OTP,0.0692,1.0,0,8.201.24.110,"77.4077655, 7.052218"
8369c807-db39-49ab-9ebb-f36efed9187a,648878.0,99.9,POS,01-01-2025 10:01,1708.81,Laptop,Mumbai,Bills,0.0,0.0,7.0,315.69,4.0,Visa,140.0,336.46,PIN,0.7369,1.0,1,159.11.13.185,"58.6807865, 113.655065"
62fbba3f-36c2-4c7e-bc9f-75e96b941f67,970167.0,42.85,Online,01-01-2025 05:31,89730.62,Tablet,Sydney,Electronics,0.0,0.0,14.0,127.98,1.0,Discover,215.0,1514.79,Biometric,0.9566,1.0,1,7.240.205.114,"9.3557355, 28.246645"
9ed109ce-78ef-492f-a063-19add7704d7b,278915.0,1.31,POS,02-01-2025 06:28,33369.02,Laptop,Mumbai,Shopping,0.0,0.0,5.0,383.57,1.0,Amex,97.0,875.68,Password,0.9838,0.0,1,18.179.108.90,"-86.9367245, 179.503203"
e6ce1a44-0442-4229-a2a9-a36f04f4ca9f,213109.0,17612.100000000002,ATM Withdrawal,02-01-2025 00:05,61164.98,Mobile,Mumbai,Food,0.0,0.0,12.0,367.57,0.0,Discover,119.0,4048.05,PIN,0.1441,0.0,0,27.179.80.46,"-89.900311, -4.175609"
6dc82b0a-1c53-4da6-96bb-f250e5fae18f,975234.0,271.3,Bank Transfer,01-01-2025 05:23,82735.53,Laptop,Sydney,Food,0.0,0.0,2.0,408.79,2.0,Visa,98.0,4170.5,OTP,0.6906,1.0,0,33.236.136.179,"-34.913182, -20.612625"
92bf2751-6464-4486-865d-44616b41f37e,34527.0,134.77,ATM Withdrawal,01-01-2025 02:32,64763.72,POS,Tokyo,Electronics,1.0,0.0,13.0,493.04,1.0,Mastercard,204.0,2706.86,PIN,0.9034,1.0,1,129.225.163.34,"27.7831375, -101.336763"
5917d438-b490-45ed-bc52-daf925e97b94,340534.0,4.03,POS,01-01-2025 12:38,30905.44,Tablet,New York,Food,0.0,0.0,2.0,285.68,4.0,Visa,152.0,4494.32,OTP,0.2851,0.0,1,101.14.229.57,"-76.6362565, 5.567497"
138933f5-ce83-4645-ac00-dafe85f5559c,26086.0,66.69,ATM Withdrawal,01-01-2025 15:02,76427.34,Tablet,Sydney,Travel,0.0,1.0,11.0,14.66,2.0,Amex,31.0,131.8,OTP,0.1113,0.0,0,215.246.30.122,"-62.707676, -45.554625"
55ad4a89-50a3-4b60-99f0-14b3c6605232,528430.0,214.66,POS,01-01-2025 12:40,72342.32,ATM,Sydney,Bills,0.0,0.0,5.0,395.58,2.0,Mastercard,55.0,1686.63,Password,0.0104,1.0,0,109.8.39.211,"38.278374, 178.751321"
11d6c799-a70a-4ec7-ba8d-76da8a9a85c0,109905.0,183.07,Bank Transfer,01-01-2025 15:29,41085.86,Mobile,New York,Shopping,0.0,0.0,9.0,63.52,4.0,Discover,26.0,4100.87,Password,0.7241,0.0,1,140.50.6.165,"-6.327878, -159.789957"
334b8c6a-fdc7-4f1f-a2f1-0ad0123eea99,59263.0,321.22,POS,01-01-2025 12:54,52258.19,POS,Sydney,Food,0.0,1.0,2.0,483.52,4.0,Mastercard,82.0,932.38,OTP,0.8638,0.0,1,203.186.15.14,"7.7965555, 132.062112"
64a490d6-ce4c-4749-ab19-31b7511b4645,686212.0,33.58,POS,01-01-2025 12:07,20959.58,Tablet,Mumbai,Food,0.0,0.0,4.0,357.76,2.0,Mastercard,23.0,798.04,OTP,0.0459,0.0,0,141.13.95.36,"-86.0825065, -1.230632"
faf9bc3c-9cbc-4ec8-8d40-c4547c436cc9,875071.0,133.64,ATM Withdrawal,01-01-2025 06:09,16056.57,POS,New York,Gaming,0.0,0.0,6.0,47.53,3.0,Mastercard,120.0,1788.16,Biometric,0.3502,1.0,0,196.34.65.242,"-64.857125, -43.864163"
ad7262d7-db04-48fb-a97c-66228be5cfcf,802421.0,4.07,ATM Withdrawal,01-01-2025 17:08,12709.07,Mobile,Mumbai,Travel,0.0,0.0,9.0,33.02,4.0,Amex,59.0,436.19,Biometric,0.3005,1.0,1,116.184.149.118,"71.9986455, 85.431072"
cfe28213-1005-4aff-a025-df75533b378e,284036.0,146.87,Bank Transfer,01-01-2025 01:04,62393.33,POS,Tokyo,Bills,0.0,0.0,8.0,251.03,1.0,Amex,66.0,960.87,Password,0.6605,1.0,0,200.97.119.198,"-34.7578935, 34.793403"
fdb4b0ff-67ab-41b8-8d9c-1026c231221d,851504.0,13.27,Online,01-01-2025 18:56,29551.48,ATM,New York,Gaming,0.0,0.0,1.0,302.48,2.0,Visa,178.0,4752.46,Biometric,0.1477,1.0,0,2.122.92.145,"34.213598, 107.212122"
5d9ce5cf-89e2-4f08-9404-c6988bc947ee,265955.0,50.61,ATM Withdrawal,01-01-2025 15:23,88857.04,POS,Tokyo,Food,0.0,0.0,2.0,451.11,3.0,Discover,65.0,2072.77,Biometric,0.941,1.0,1,44.252.142.168,"-71.6819975, -15.238006"
6e1abb33-b983-42ab-9d76-4f6fe4dfb769,75684.0,94.77,Bank Transfer,01-01-2025 22:39,87627.51,POS,London,Shopping,0.0,0.0,6.0,420.73,4.0,Discover,222.0,4438.85,PIN,0.5853,1.0,1,210.204.170.132,"27.6324635, -99.094249"
f3627657-3975-4dfc-a8c3-c20e6d28c61e,250266.0,243.61,Bank Transfer,01-01-2025 06:19,31776.21,Tablet,London,Travel,0.0,0.0,9.0,368.72,1.0,Visa,206.0,1431.36,Password,0.9693,1.0,1,216.16.233.51,"26.6250475, 134.904389"
38b518c1-bf9f-4c95-8763-dfadf6644654,351158.0,28.92,Online,01-01-2025 10:31,59755.68,Laptop,New York,Bills,0.0,0.0,14.0,205.67,4.0,Amex,152.0,3337.37,PIN,0.923,0.0,1,93.52.13.59,"-65.1437425, 53.116366"
94b2aa46-462b-42c4-8f2d-3439923bed24,327203.0,40.76,Bank Transfer,01-01-2025 17:16,26424.74,Tablet,Mumbai,Electronics,0.0,1.0,2.0,232.4,2.0,Visa,111.0,3850.46,PIN,0.5439,1.0,0,112.6.15.143,"58.474169, 39.307986"
ded7a7f9-905a-435c-984a-05dd3b714830,306151.0,40.8,ATM Withdrawal,01-01-2025 07:24,17089.38,ATM,New York,Travel,0.0,1.0,12.0,413.87,1.0,Mastercard,213.0,775.69,PIN,0.6005,0.0,0,75.173.25.125,"-50.0022845, 157.849858"
ed154ab2-2e75-4d19-bc80-30358fc49ff2,436686.0,18.32,Bank Transfer,01-01-2025 22:13,17609.23,Tablet,London,Travel,0.0,0.0,13.0,24.77,2.0,Mastercard,116.0,4626.64,Biometric,0.2213,0.0,0,206.38.20.120,"40.1289535, -102.343000"
33bdc130-d1de-4961-883c-358cfdc9725c,405087.0,82.08,Online,02-01-2025 07:14,63736.54,ATM,Mumbai,Travel,0.0,0.0,11.0,151.23,2.0,Mastercard,75.0,2627.5,PIN,0.3791,0.0,0,99.58.245.176,"77.3788615, -136.988131"
db15a9f8-a225-4f5a-ad98-dab0a22ed0f6,655491.0,200.16,ATM Withdrawal,01-01-2025 05:22,6686.29,ATM,Mumbai,Electronics,0.0,0.0,2.0,137.29,4.0,Amex,20.0,1968.0,PIN,0.0039,0.0,1,37.195.160.15,"-24.5273655, -38.999069"
4b024611-23d7-4082-a6e3-06ff1b6311e5,312401.0,282.59,Bank Transfer,01-01-2025 03:33,62888.38,Tablet,New York,Food,0.0,1.0,2.0,105.64,0.0,Discover,104.0,1603.64,Password,0.8951,0.0,1,192.50.18.181,"-27.5243715, 16.846081"
c35fb480-39bc-4d30-8da9-b1ce66d1b815,46863.0,6.87,ATM Withdrawal,01-01-2025 11:06,63499.05,ATM,Mumbai,Travel,0.0,0.0,6.0,441.52,3.0,Mastercard,135.0,3105.5,OTP,0.923,0.0,1,106.148.15.194,"2.0119525, -80.253568"
2d8854d2-d616-44ef-9ec7-6bbc25c02163,62543.0,153.65,ATM Withdrawal,01-01-2025 11:41,48217.06,POS,London,Bills,0.0,0.0,7.0,357.31,4.0,Visa,169.0,1024.14,OTP,0.8771,0.0,1,107.14.16.176,"-83.3870455, -66.867496"
34fad46a-633b-4396-9825-a98cecf747e9,881558.0,72.17,Bank Transfer,02-01-2025 07:00,43991.21,POS,New York,Electronics,0.0,0.0,8.0,394.49,4.0,Amex,164.0,1638.34,PIN,0.3643,0.0,1,103.24.46.154,"-83.2370865, -29.825291"
a0ce0bf6-7aac-4a3e-9f71-de2f8ba2ff60,614975.0,16.99,POS,02-01-2025 00:23,83902.6,ATM,Mumbai,Shopping,0.0,0.0,1.0,185.62,4.0,Visa,171.0,4770.22,Biometric,0.6568,0.0,1,140.25.244.8,"-77.4744465, -133.762797"
46ad4e1e-77a2-4fbd-a178-5fb391c13b9f,318673.0,122.27,Bank Transfer,01-01-2025 19:19,61591.52,ATM,Tokyo,Electronics,0.0,0.0,3.0,248.99,0.0,Mastercard,157.0,4995.96,OTP,0.9895,0.0,1,86.87.70.106,"-29.5552175, 90.699067"
57e175ea-ca4c-43db-a7ee-f1687d5c09c9,270228.0,9.89,Bank Transfer,01-01-2025 06:02,82506.28,Mobile,Sydney,Electronics,0.0,0.0,2.0,57.86,1.0,Discover,228.0,1633.45,Password,0.9076,1.0,1,115.63.26.208,"-11.464043, -155.027012"
078d8a55-84ae-4331-8fc8-3184a1069ae1,57929.0,55.09,Online,01-01-2025 03:34,22945.65,Laptop,London,Bills,0.0,0.0,3.0,130.81,0.0,Visa,177.0,2312.48,OTP,0.8766,1.0,1,46.78.133.254,"-36.4489405, -132.628634"
1c660bd2-bbbc-4484-85d4-2a19eb058a50,865756.0,23.35,Online,01-01-2025 13:50,26696.93,ATM,London,Gaming,0.0,0.0,14.0,191.19,2.0,Discover,2.0,3431.3,OTP,0.9735,0.0,1,220.79.131.243,"-33.2716985, 25.476832"
c2db1039-51fc-4602-9677-b841c7b08c7b,920289.0,37.65,ATM Withdrawal,02-01-2025 08:28,80843.91,ATM,Mumbai,Bills,0.0,0.0,9.0,72.53,2.0,Amex,111.0,2079.05,OTP,0.6975,0.0,0,222.251.67.160,"-43.585701, 168.628313"
eebd160b-c6b9-44d2-b370-b0c8d82a5622,720427.0,44.75,Bank Transfer,01-01-2025 00:11,36293.54,POS,Tokyo,Food,0.0,0.0,10.0,200.43,0.0,Mastercard,208.0,3824.17,PIN,0.4326,0.0,0,109.154.168.218,"30.8547105, 117.190816"
aeb4a580-9eb1-4767-ae1f-5bc226ab7633,570788.0,313.66,Bank Transfer,01-01-2025 01:11,20473.33,Laptop,Tokyo,Gaming,0.0,0.0,9.0,345.31,0.0,Visa,76.0,4817.94,PIN,0.4288,1.0,0,111.53.237.142,"66.417357, 100.548900"
498c68dd-6a70-4993-8b5c-6bfd8af98f50,773830.0,31.4,Bank Transfer,01-01-2025 17:24,50724.86,Tablet,Sydney,Travel,0.0,0.0,8.0,425.3,0.0,Amex,97.0,4090.79,PIN,0.812,0.0,0,163.204.43.1,"43.590175, 148.748615"
d13a6c0a-082d-4069-80ca-3b98b3b44b98,183304.0,18.58,Bank Transfer,01-01-2025 17:20,18419.36,Laptop,Mumbai,Shopping,0.0,0.0,12.0,229.95,3.0,Amex,86.0,881.39,PIN,0.3179,0.0,0,195.206.161.19,"26.000611, 34.926689"
4ad79b93-9631-485c-bff3-19f74c28976c,241500.0,125.79,POS,01-01-2025 06:45,72257.92,Laptop,Sydney,Gaming,0.0,0.0,8.0,47.96,1.0,Mastercard,213.0,2100.85,Password,0.7621,0.0,0,178.215.175.181,"-52.986735, 144.483278"
a4cd1739-296b-4a88-a6cd-1f1e7b3b12c4,599819.0,9.93,POS,01-01-2025 12:21,35735.19,Tablet,Tokyo,Electronics,0.0,0.0,14.0,136.46,0.0,Discover,103.0,4038.24,Biometric,0.9287,1.0,1,43.188.27.200,"52.3086925, 179.754600"
078983fe-1da8-42db-b005-392e3fdb252a,974890.0,139.7,Online,01-01-2025 20:38,2945.02,Mobile,Mumbai,Bills,0.0,0.0,3.0,450.69,4.0,Visa,209.0,4609.06,Biometric,0.7643,0.0,1,42.101.17.186,"-48.728283, 171.110461"
2bf27c17-3b6e-4fe1-a667-b8ffe6192aec,374555.0,87.28,Online,01-01-2025 13:43,91074.26,Tablet,London,Electronics,0.0,0.0,14.0,400.63,2.0,Mastercard,102.0,1710.28,Password,0.9967,0.0,1,10.146.238.93,"71.8982945, -168.198020"
b4e1827a-0a95-4e85-8cf7-5ece4c3ce9bf,128506.0,169.24,Bank Transfer,01-01-2025 16:30,61358.36,Tablet,Sydney,Food,0.0,0.0,14.0,111.52,2.0,Visa,46.0,3249.88,OTP,0.603,0.0,0,219.21.158.197,"22.105386, 117.638200"
579d39ef-448c-473d-9982-0fa39d3c1aa5,420284.0,32.49,POS,01-01-2025 14:49,80047.69,Laptop,London,Gaming,1.0,0.0,4.0,379.67,2.0,Mastercard,233.0,4549.25,Biometric,0.7876,0.0,0,160.128.62.253,"-38.6297495, -24.480981"
f215c045-cb79-456e-ad2b-752152320ebc,792964.0,238.91,Online,01-01-2025 12:39,62057.47,Mobile,London,Gaming,0.0,0.0,12.0,359.03,3.0,Mastercard,119.0,3959.29,Password,0.9866,1.0,1,190.189.196.31,"-0.687084, -139.321623"
54eba319-c38a-4d9f-b2d6-991ad2e483ae,904878.0,173.45,Online,02-01-2025 07:22,4040.75,Tablet,Mumbai,Shopping,0.0,1.0,12.0,484.04,3.0,Discover,87.0,2119.59,PIN,0.2538,1.0,0,20.151.200.94,"-17.0485065, 32.379601"
8b32f246-49a1-4ede-bd66-a1c5688ea7b6,544356.0,27.27,Bank Transfer,01-01-2025 09:53,49551.79,Mobile,New York,Bills,0.0,0.0,6.0,380.31,4.0,Mastercard,20.0,1466.88,Password,0.0367,1.0,1,34.34.210.137,"0.968172, 128.109235"
9325d212-c134-4ca4-8937-aef8e5f68d2e,28270.0,136.8,POS,01-01-2025 05:28,2561.79,Laptop,Mumbai,Bills,0.0,0.0,11.0,358.45,4.0,Mastercard,34.0,1260.67,Password,0.34,0.0,1,96.145.30.245,"-68.295285, -141.084414"
628d8be0-820a-491b-8dd1-0e2e1bcd2912,609746.0,215.66,Online,01-01-2025 19:34,61212.91,ATM,Mumbai,Shopping,0.0,0.0,8.0,102.42,4.0,Discover,86.0,2023.89,Biometric,0.9728,0.0,1,83.82.33.229,"23.4678055, -179.813799"
195a088b-9e6a-4208-8af2-d8603181eedb,581347.0,307.81,Bank Transfer,01-01-2025 12:31,62262.28,POS,Mumbai,Shopping,0.0,0.0,10.0,229.65,3.0,Amex,33.0,946.3,PIN,0.1511,0.0,0,195.250.100.16,"51.595263, -169.573113"
885c229d-419c-4acf-9f03-e5be13b38e50,169712.0,23.4,Online,01-01-2025 04:18,75847.22,Laptop,London,Electronics,0.0,0.0,10.0,278.08,4.0,Amex,170.0,1819.75,OTP,0.4965,0.0,1,44.199.134.13,"11.0718105, 56.640895"
ee11c5e2-46df-4b07-a4c8-562ff0053baf,200607.0,64.2,Online,02-01-2025 04:17,10571.26,Mobile,London,Gaming,0.0,0.0,14.0,301.44,1.0,Visa,73.0,4716.8,Password,0.4547,0.0,0,37.170.144.222,"-52.212176, 120.168000"
23b3122c-bb25-455e-9b0f-1dafe0ca6aa6,348150.0,220.52,POS,01-01-2025 08:12,37813.38,POS,Tokyo,Electronics,0.0,0.0,7.0,100.98,2.0,Discover,212.0,40.47,Password,0.229,1.0,0,83.81.243.170,"54.4928115, -34.241240"
3476c998-92ed-4397-b262-2e99ea52023f,133039.0,107.46,ATM Withdrawal,01-01-2025 01:11,62473.3,Mobile,Mumbai,Travel,0.0,1.0,12.0,339.25,0.0,Mastercard,40.0,602.76,OTP,0.9311,1.0,1,72.101.34.38,"-89.910446, -42.021766"
30794692-00c5-47ca-9343-3e7d8908010d,372942.0,175.5,Online,01-01-2025 06:59,47279.39,Mobile,Sydney,Shopping,0.0,0.0,2.0,12.45,2.0,Visa,87.0,19.57,PIN,0.5627,0.0,0,146.96.251.59,"-61.5245885, 9.063642"
1c25e306-7cb4-4608-a93a-097319238c8d,868381.0,86.39,POS,01-01-2025 05:13,3793.73,Tablet,Tokyo,Bills,0.0,0.0,9.0,322.62,1.0,Visa,43.0,4607.01,OTP,0.5125,1.0,0,132.229.161.158,"-53.9817045, -90.924727"
9ed213aa-6e6a-4163-9ae0-a7000b472770,30344.0,97.08,Bank Transfer,02-01-2025 08:55,54122.24,Tablet,Sydney,Shopping,0.0,0.0,14.0,359.95,0.0,Amex,152.0,936.83,OTP,0.2924,0.0,0,125.226.142.37,"-13.7648855, 88.708822"
cd50cdb9-4257-48f8-b21b-b98cacdb2bea,375886.0,1.59,ATM Withdrawal,01-01-2025 22:08,14700.11,POS,Mumbai,Electronics,0.0,0.0,14.0,276.11,0.0,Visa,186.0,2293.17,PIN,0.5039,0.0,0,188.34.134.148,"59.022199, 14.512537"
e6463d6c-8958-4819-a9a1-4f228d35a603,473908.0,33.38,Bank Transfer,01-01-2025 04:27,53458.44,POS,London,Shopping,0.0,0.0,7.0,204.75,4.0,Mastercard,117.0,2343.95,Password,0.6676,1.0,1,170.25.36.201,"-45.4336985, 87.021007"
21487089-9c59-4e8f-a9ce-b3483929a06e,774407.0,11.72,Bank Transfer,02-01-2025 02:35,37777.44,Mobile,New York,Electronics,0.0,0.0,7.0,206.68,1.0,Amex,194.0,482.57,OTP,0.5531,0.0,0,72.89.231.45,"-30.327140, 100.425996"
f77c069a-a5a7-4279-9942-f227900c9250,81562.0,30.72,Bank Transfer,02-01-2025 08:57,61289.72,Mobile,Sydney,Food,0.0,0.0,13.0,194.22,4.0,Amex,42.0,3424.54,Biometric,0.9702,0.0,1,177.101.85.231,"71.475441, 103.231591"
9d9383fa-646a-4db3-b899-22f274589656,418016.0,171.15,ATM Withdrawal,01-01-2025 04:49,98042.41,Tablet,Sydney,Travel,0.0,0.0,4.0,220.3,1.0,Mastercard,101.0,1362.19,Password,0.986,1.0,1,13.151.77.78,"50.2831405, 118.151655"
7b680b42-3519-42a6-93de-158fbd4260f0,681202.0,12.87,Bank Transfer,01-01-2025 04:57,76918.68,Tablet,Sydney,Shopping,0.0,0.0,10.0,21.19,2.0,Mastercard,1.0,3592.43,Biometric,0.9596,1.0,1,153.226.251.203,"-47.961525, -56.532948"
